iter	Logloss
226	0.4332855754
227	0.4327634264
228	0.432345959
229	0.4316084336
230	0.4310776338
231	0.4306887453
232	0.4302162684
233	0.4296207956
234	0.4285250936
235	0.4278709041
236	0.427288062
237	0.4267744578
238	0.4262409829
239	0.4257774431
240	0.4253538367
241	0.4246374197
242	0.4243769349
243	0.4235369372
244	0.4230039677
245	0.4224672051
246	0.4216620958
247	0.4210317112
248	0.4204665851
249	0.4201531763
250	0.4193749967
251	0.4187957806
252	0.4185301244
253	0.4180405221
254	0.4171047381
255	0.4163645551
256	0.4159754441
257	0.4154849772
258	0.4148779587
259	0.4144860964
260	0.414190288
261	0.4136503853
262	0.4123093515
263	0.4119143231
264	0.4115588821
265	0.4111665509
266	0.4105976778
267	0.4100770429
268	0.4094259058
269	0.4088385318
270	0.4082958055
271	0.4081623979
272	0.4078101135
273	0.4074432374
274	0.4069141358
275	0.4061674063
276	0.4058081327
277	0.4054840169
278	0.404679706
279	0.4042272198
280	0.4037646499
281	0.4035375006
282	0.4029208107
283	0.4024900268
284	0.4018338699
285	0.4013064547
286	0.4006509439
287	0.400291643
288	0.3996563215
289	0.399323707
290	0.3988169581
291	0.3985736204
292	0.3982105383
293	0.3978750486
294	0.3977050105
295	0.3971227433
296	0.3967927272
297	0.3960735945
298	0.3953422442
299	0.3949802492
300	0.3943141132
301	0.3939923564
302	0.3934749001
303	0.3932172888
304	0.3926107845
305	0.3922134875
306	0.3919446722
307	0.3916656749
308	0.3911434291
309	0.3907422674
310	0.3902964193
311	0.3898037281
312	0.3894065752
313	0.3889338941
314	0.3884461373
315	0.3882834055
316	0.3878043187
317	0.3870373519
318	0.3867323806
319	0.3863083128
320	0.3858648225
321	0.3856288854
322	0.385180321
323	0.3845588608
324	0.3842248054
325	0.3836909553
326	0.3833763515
327	0.3826537594
328	0.3821640294
329	0.3815782031
330	0.3811285425
331	0.380464605
332	0.3801636155
333	0.3797975581
334	0.3792910158
335	0.3791079613
336	0.3787233172
337	0.3781105673
338	0.3775113108
339	0.3770223095
340	0.3766536469
341	0.3761529194
342	0.375813449
343	0.3751841518
344	0.3745937609
345	0.3741430226
346	0.373755418
347	0.3733125402
348	0.3727704765
349	0.3724537006
350	0.3721746714
351	0.371858434
352	0.3713040584
353	0.3709146817
354	0.3707929973
355	0.3703492518
356	0.3697973212
357	0.3695634104
358	0.3688331373
359	0.3685837768
360	0.3683506393
361	0.3677533618
362	0.3674811714
363	0.3673198518
364	0.366967438
365	0.3666764368
366	0.3665198801
367	0.3660223707
368	0.365700435
369	0.365324971
370	0.3649766519
371	0.3646883247
372	0.3645483226
373	0.3641857221
374	0.3637245262
375	0.3631003143
376	0.362869491
377	0.3623707218
378	0.3621593265
379	0.3618874556
380	0.3615227089
381	0.3609953903
382	0.3605190576
383	0.3601210295
384	0.3591937601
385	0.3590400748
386	0.3587259472
387	0.358043577
388	0.3576444239
389	0.3573320376
390	0.356967851
391	0.3563163963
392	0.3559250206
393	0.3555731226
394	0.3551134853
395	0.3546313354
396	0.354112871
397	0.3535239793
398	0.3531823849
399	0.3528067021
400	0.3525369117
401	0.3521897297
402	0.3519022706
403	0.351282769
404	0.3509584481
405	0.350520104
406	0.3502680102
407	0.3500493983
408	0.3497277118
409	0.3492587878
410	0.3488222372
411	0.3486234718
412	0.3484063999
413	0.3481572214
414	0.3479224095
415	0.3475348166
416	0.3471619729
417	0.3467318166
418	0.3464665114
419	0.3459637145
420	0.3456656597
421	0.3452853914
422	0.344810571
423	0.344485537
424	0.3441500442
425	0.3438178604
426	0.3434626854
427	0.3432634093
428	0.3430354172
429	0.3427529472
430	0.3421263375
431	0.3417253327
432	0.3414353369
433	0.3410152231
434	0.3406303011
435	0.340209789
436	0.3399691063
437	0.3395809999
438	0.3393665144
439	0.3388499726
440	0.3382950389
441	0.3378812401
442	0.3376190042
443	0.3371352086
444	0.3367688981
445	0.3362680253
446	0.3358519043
447	0.3354090583
448	0.3350208421
449	0.334672506
450	0.3342919674
451	0.3336022589
452	0.3332707412
453	0.3330055515
454	0.3325732154
455	0.3323710108
456	0.3320695881
457	0.3318578117
458	0.3312034262
459	0.330831358
460	0.3303246421
461	0.3298637536
462	0.3293859847
463	0.3290371127
464	0.3284575571
465	0.327998979
466	0.3275290623
467	0.3272763452
468	0.3269178234
469	0.3267653229
470	0.3262716118
471	0.3260201599
472	0.3257577677
473	0.3251354832
474	0.324827372
475	0.3244926258
476	0.3243029246
477	0.3241041535
478	0.3239116321
479	0.3235802959
480	0.3232985771
481	0.3230088338
482	0.3223071419
483	0.3221371763
484	0.3218928529
485	0.3214436556
486	0.3212624807
487	0.3209748263
488	0.320700917
489	0.3203882068
490	0.3199099482
491	0.3196786404
492	0.3194078089
493	0.3189553001
494	0.3185641036
495	0.3183229066
496	0.317860242
497	0.3175860592
498	0.3172992807
499	0.3170492124
500	0.3166465108
501	0.316147175
502	0.3159094636
503	0.3155684204
504	0.3151887438
505	0.3148880154
506	0.3146809027
507	0.3143395742
508	0.3140909745
509	0.313921662
510	0.313470924
511	0.3128240665
512	0.312264659
513	0.3118859931
514	0.3115719181
515	0.3112215943
516	0.3108336706
517	0.3104737392
518	0.3102412988
519	0.3099757345
520	0.3096234043
521	0.309510985
522	0.3093169775
523	0.3090218971
524	0.3087249052
525	0.3084022143
526	0.3081778958
527	0.3080804017
528	0.3078684262
529	0.3074510045
530	0.3072464659
531	0.3070513186
532	0.3066187104
533	0.3060966491
534	0.3056606126
535	0.3052960781
536	0.3050546863
537	0.3046763436
538	0.3042616969
539	0.3040101039
540	0.3034721184
541	0.303165881
542	0.3029202753
543	0.302478638
544	0.3019544879
545	0.301603066
546	0.3013049958
547	0.3010893246
548	0.3008366474
549	0.3003430607
550	0.3001077704
551	0.299723751
552	0.2994812911
553	0.2992047359
554	0.2990445194
555	0.2986789032
556	0.2981967513
557	0.2978670118
558	0.2972941895
559	0.2970440388
560	0.2965965398
561	0.2960780626
562	0.2958652204
563	0.2955103547
564	0.2949647608
565	0.2948121009
566	0.2945896486
567	0.294068426
568	0.2937732129
569	0.2934714695
570	0.2928517603
571	0.2925108065
572	0.2921752859
573	0.2918632147
574	0.2916912426
575	0.2912023195
576	0.2908565589
577	0.2906039703
578	0.2903882943
579	0.2901461798
580	0.2897652546
581	0.2896366999
582	0.2893242933
583	0.2890594178
584	0.2886590251
585	0.2881802698
586	0.2877396338
587	0.2874663128
588	0.2872697884
589	0.2869672123
590	0.2865923724
591	0.2863810842
592	0.2860156269
593	0.2857860008
594	0.2852638011
595	0.284922545
596	0.2845028314
597	0.2840449622
598	0.2837408971
599	0.2835778478
600	0.2834375662
601	0.2830048241
602	0.2827098593
603	0.2821432325
604	0.2819190215
605	0.2814806207
606	0.2812238354
607	0.2809844414
608	0.2807311488
609	0.2804240979
610	0.2802737588
611	0.27995074
612	0.279863075
613	0.279553328
614	0.2791829794
615	0.2789903105
616	0.2786234022
617	0.2784194827
618	0.2781769526
619	0.2779065756
620	0.2774725096
621	0.2771147272
622	0.2767788822
623	0.2766264623
624	0.2762916942
625	0.2759725319
626	0.2757286315
627	0.275533516
628	0.2751763078
629	0.2747848596
630	0.2743650444
631	0.2740433354
632	0.2737427168
633	0.2735917077
634	0.2731695146
635	0.2729153983
636	0.2725955392
637	0.2723087169
638	0.2720571473
639	0.2717943766
640	0.2714950225
641	0.2711714518
642	0.2710503429
643	0.2709071178
644	0.2705196541
645	0.2701563605
646	0.2698986537
647	0.2696047167
648	0.2693492631
649	0.2689450115
650	0.2687944738
651	0.2686481815
652	0.2684511204
653	0.2682002717
654	0.2679118973
655	0.2676473519
656	0.2674172138
657	0.2672811199
658	0.267027428
659	0.2667727549
660	0.2664888946
661	0.2663178863
662	0.2660785912
663	0.2656278683
664	0.2653506339
665	0.2651053695
666	0.2649554559
667	0.2646833686
668	0.2644635651
669	0.2642033802
670	0.2637480306
671	0.2634855859
672	0.2633572005
673	0.263075904
674	0.2629163775
675	0.2626707032
676	0.262522286
677	0.2621659344
678	0.2619194904
679	0.2617484278
680	0.2616157275
681	0.2612645873
682	0.260973913
683	0.2607454985
684	0.2603578078
685	0.2602778323
686	0.2599939672
687	0.259883435
688	0.2596493163
689	0.259441259
690	0.2593145523
691	0.2591787742
692	0.2588525614
693	0.2586392098
694	0.2582881984
695	0.25799402
696	0.2577379511
697	0.2573763326
698	0.2571662243
699	0.2568247017
700	0.2565448776
701	0.2562427979
702	0.2559522839
703	0.2556070842
704	0.2553082103
705	0.2550104872
706	0.2548134026
707	0.2544952718
708	0.2542933558
709	0.2540922061
710	0.2538549021
711	0.2537405157
712	0.2534753653
713	0.2533382929
714	0.2530969224
715	0.2527477409
716	0.2523925318
717	0.2520727393
718	0.2518773084
719	0.2516346367
720	0.2513610444
721	0.2511454365
722	0.2509431277
723	0.2507228947
724	0.2504611069
725	0.2502177721
726	0.24995262
727	0.2496874134
728	0.2494368899
729	0.2491697812
730	0.2489000723
731	0.2487213481
732	0.2484483647
733	0.2482302418
734	0.2478840798
735	0.2476129354
736	0.2474034281
737	0.2471469855
738	0.2469682358
739	0.2467707461
740	0.2464264022
741	0.2459553252
742	0.2456414986
743	0.245437406
744	0.245204391
745	0.2449251782
746	0.2445723902
747	0.2443809945
748	0.2441007153
749	0.2439594882
750	0.2436456461
751	0.2434328497
752	0.2432355163
753	0.242986699
754	0.2429024191
755	0.2426938083
756	0.2426102093
757	0.2423337852
758	0.2420389193
759	0.2418587179
760	0.2416567139
761	0.2415395504
762	0.2413232621
763	0.2411597091
764	0.2410763686
765	0.2408720533
766	0.2405953093
767	0.240265821
768	0.2400549931
769	0.2397179483
770	0.2395881552
771	0.2392290337
772	0.2390387854
773	0.2387636321
774	0.2386089765
775	0.2383720832
776	0.2381728148
777	0.2378204819
778	0.2373297297
779	0.2370622241
780	0.2367820037
781	0.2366374435
782	0.2362634694
783	0.2360075914
784	0.235823669
785	0.2355429116
786	0.2352765322
787	0.2350579306
788	0.2348990971
789	0.2346964543
790	0.2344263778
791	0.2343034121
792	0.2341265626
793	0.2338814235
794	0.2337058224
795	0.2335450772
796	0.2332351156
797	0.2329306918
798	0.2326920976
799	0.2324798111
800	0.2321238371
801	0.2318612707
802	0.2316810434
803	0.2315643672
804	0.2314925924
805	0.2312071062
806	0.230960522
807	0.2307225292
808	0.2305524145
809	0.2303450407
810	0.2302385476
811	0.2299758439
812	0.2297052403
813	0.2294624155
814	0.2293826107
815	0.2290823786
816	0.228827579
817	0.2286674494
818	0.2285056409
819	0.2283296194
820	0.2280126284
821	0.2278114704
822	0.2276095905
823	0.227320855
824	0.2271659657
825	0.2269228791
826	0.2267396067
827	0.2266933926
828	0.2264804931
829	0.2261851929
830	0.2259927492
831	0.2256017862
832	0.2254158483
833	0.225204895
834	0.2249965355
835	0.2248405467
836	0.2246023464
837	0.2243473011
838	0.2240949857
839	0.2239632735
840	0.2238578395
841	0.2236095008
842	0.2234404867
843	0.2233070761
844	0.2231128421
845	0.2228992844
846	0.2227614254
847	0.2226027685
848	0.2224300074
849	0.2222679698
850	0.2221005383
851	0.2219306777
852	0.2215831293
853	0.221287971
854	0.221063196
855	0.2207535126
856	0.220517162
857	0.2203710614
858	0.2202025482
859	0.220087937
860	0.2199948759
861	0.2196973429
862	0.219521385
863	0.219316145
864	0.2190282324
865	0.2188507291
866	0.2186868037
867	0.2186111918
868	0.2183595856
869	0.2181419235
870	0.2179368493
871	0.2177448791
872	0.2174673822
873	0.2171925726
874	0.2170115683
875	0.2168297412
876	0.2166605949
877	0.2165234433
878	0.2163446042
879	0.2162511907
880	0.2160260019
881	0.2159191486
882	0.2156583975
883	0.2155096214
884	0.2152375772
885	0.2150945962
886	0.2149426847
887	0.2147358454
888	0.214610881
889	0.2144437232
890	0.2142693045
891	0.2140434411
892	0.2138701821
893	0.2136132485
894	0.2134624918
895	0.2133689513
896	0.2132454272
897	0.2130210878
898	0.2128471208
899	0.2127172965
900	0.212527106
901	0.2122008462
902	0.2119741792
903	0.2117535987
904	0.2115816774
905	0.2114509598
906	0.2113182271
907	0.2110409238
908	0.2110115225
909	0.2106000172
910	0.210395882
911	0.2102973886
912	0.2100730723
913	0.2099354436
914	0.209700776
915	0.2095038327
916	0.2093204754
917	0.2091596606
918	0.2090656251
919	0.2088934061
920	0.208651127
921	0.2083483632
922	0.208200321
923	0.2079944052
924	0.2077772751
925	0.2076090892
926	0.2074481275
927	0.2073018394
928	0.2071530726
929	0.2068143859
930	0.2065408621
931	0.2064514139
932	0.2063068513
933	0.2061659093
934	0.2059497271
935	0.2059106109
936	0.2057236619
937	0.2055004061
938	0.2053254849
939	0.205137728
940	0.2049628965
941	0.2047858175
942	0.2045540516
943	0.2044176755
944	0.2042187617
945	0.2039983521
946	0.2037912103
947	0.2036025763
948	0.2035104927
949	0.2034014104
950	0.2032867123
951	0.2030836288
952	0.2029638052
953	0.2027926552
954	0.2026503926
955	0.2024808726
956	0.2022605645
957	0.2021020063
958	0.2019753324
959	0.2017685278
960	0.2014652984
961	0.2012586777
962	0.200971896
963	0.200719034
964	0.2005306844
965	0.2003656095
966	0.2002038272
967	0.1999982918
968	0.1998336159
969	0.1996997359
970	0.1995390934
971	0.1993884102
972	0.1992397035
973	0.1990436323
974	0.1987529764
975	0.1986132785
976	0.1983683128
977	0.1981486924
978	0.1980066613
979	0.1977990819
980	0.1975281249
981	0.1973237276
982	0.1971558016
983	0.1968969223
984	0.1966830306
985	0.196510369
986	0.1962995936
987	0.1961952953
988	0.1960443336
989	0.1959493196
990	0.1956859658
991	0.1955537489
992	0.1954342025
993	0.1951768903
994	0.19508574
995	0.1948746547
996	0.1946349102
997	0.194498631
998	0.1943147093
999	0.1941889901
